lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-12-13T08:40:13Z,5.583,1207.0,1207.0,16.67,11.0,5.693,117.3,147.0,0.415,57.2,0.2,Recovery
2,2,Lap 2,2025-12-13T09:06:13Z,2.126,1034.0,1034.0,7.42,4.8,2.174,112.4,151.0,0.383,54.8,0.15,Recovery
3,3,Lap 3,2025-12-13T09:22:05Z,3.927,1340.0,1340.0,10.55,13.0,4.057,105.5,131.0,0.337,51.5,0.15,Recovery
4,4,Lap 4,2025-12-13T09:45:48Z,2.398,1061.0,1061.0,8.14,9.2,2.49,111.6,137.0,0.377,54.4,0.15,Recovery
5,5,Lap 5,2025-12-13T09:59:43Z,4.811,1115.0,1115.0,15.52,11.2,4.923,106.5,146.0,0.343,52.0,0.13,Recovery
6,6,Lap 6,2025-12-13T10:23:56Z,1.933,991.0,991.0,7.02,9.8,2.031,98.6,128.0,0.291,48.1,0.09,Recovery
7,7,Lap 7,2025-12-13T10:37:12Z,2.254,846.0,846.0,9.58,10.4,2.358,97.7,123.0,0.285,47.7,0.07,Recovery
8,8,Lap 8,2025-12-13T10:57:02Z,8.265,2009.0,2009.0,14.8,10.2,8.367,102.9,131.0,0.319,50.2,0.21,Recovery
9,9,Lap 9,2025-12-13T11:43:40Z,1.334,1799.0,1799.0,2.66,9.8,1.432,106.1,118.0,0.341,51.8,0.21,Recovery
10,10,Lap 10,2025-12-13T11:55:20Z,1.238,745.0,745.0,5.98,8.6,1.324,112.9,138.0,0.386,55.1,0.11,Recovery
11,11,Lap 11,2025-12-13T13:10:25Z,5.238,5111.0,5111.0,3.67,10.2,5.34,121.5,145.0,0.443,59.3,0.94,Recovery
12,12,Lap 12,2025-12-13T13:33:34Z,3.046,1549.0,1549.0,7.09,10.2,3.148,141.5,175.0,0.577,69.0,0.48,Run
13,13,Lap 13,2025-12-13T13:58:29Z,3.135,1513.0,1513.0,7.45,3.8,3.173,113.9,138.0,0.393,55.6,0.22,Recovery
14,14,Lap 14,2025-12-13T14:20:58Z,1.786,667.0,667.0,9.65,10.6,1.892,116.1,138.0,0.407,56.6,0.11,Recovery
15,15,Lap 15,2025-12-13T14:44:23Z,4.851,1807.0,1807.0,9.65,0.0,4.851,115.0,148.0,0.4,56.1,0.28,Recovery
