lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-05-23T11:30:14Z,0.075,75.0,75.0,3.6,0.0,0.075,105.3,122.0,0.335,51.4,0.01,Recovery
2,2,Lap 2,2024-05-23T11:31:30Z,0.0,49.0,49.0,0.0,0.0,0.0,113.7,122.0,0.391,55.5,0.01,Recovery
3,3,Lap 3,2024-05-23T11:32:20Z,0.025,31.0,31.0,2.92,0.0,0.025,116.4,137.0,0.409,56.8,0.0,Recovery
4,4,Lap 4,2024-05-23T11:32:51Z,0.0,18.0,18.0,0.0,0.0,0.0,133.4,139.0,0.523,65.1,0.0,Run
5,5,Lap 5,2024-05-23T11:33:09Z,0.025,58.0,58.0,1.55,0.0,0.025,122.1,131.0,0.447,59.6,0.01,Recovery
6,6,Lap 6,2024-05-23T11:34:08Z,0.0,55.0,55.0,0.0,0.0,0.0,118.6,134.0,0.424,57.9,0.01,Recovery
7,7,Lap 7,2024-05-23T11:35:03Z,0.2,287.0,287.0,2.52,0.0,0.2,136.8,149.0,0.545,66.7,0.08,Run
8,8,Lap 8,2024-05-23T11:39:51Z,0.0,124.0,124.0,0.0,0.0,0.0,117.3,146.0,0.415,57.2,0.02,Recovery
9,9,Lap 9,2024-05-23T11:41:55Z,0.1,155.0,155.0,2.34,0.0,0.1,126.6,144.0,0.477,61.8,0.03,Recovery
10,10,Lap 10,2024-05-23T11:44:30Z,0.0,54.0,54.0,0.0,0.0,0.0,130.3,147.0,0.502,63.6,0.01,Run
11,11,Lap 11,2024-05-23T11:45:25Z,0.1,127.0,127.0,2.84,0.0,0.1,134.6,145.0,0.531,65.7,0.03,Run
12,12,Lap 12,2024-05-23T11:47:32Z,0.0,16.0,16.0,0.0,0.0,0.0,147.3,148.0,0.615,71.9,0.01,Run
13,13,Lap 13,2024-05-23T11:47:48Z,0.025,16.0,16.0,5.62,0.0,0.025,165.4,168.0,0.736,80.7,0.01,Run
14,14,Lap 14,2024-05-23T11:48:05Z,0.0,54.0,54.0,0.0,0.0,0.0,141.1,163.0,0.574,68.8,0.02,Run
15,15,Lap 15,2024-05-23T11:49:00Z,0.3,491.0,491.0,2.2,0.0,0.3,153.3,170.0,0.655,74.8,0.2,Run
16,16,Lap 16,2024-05-23T11:57:11Z,0.0,14.0,14.0,0.0,0.0,0.0,141.9,151.0,0.579,69.2,0.0,Run
