lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
2,2,Lap 2,2025-06-24T15:43:56Z,0.1,135.0,135.0,2.66,0.0,0.1,136.1,147.0,0.541,66.4,0.04,Run
3,3,Lap 3,2025-06-24T15:46:12Z,0.0,9.0,9.0,0.0,0.0,0.0,142.3,145.0,0.582,69.4,0.0,Run
4,4,Lap 4,2025-06-24T15:46:22Z,0.0,7.0,7.0,0.0,0.0,0.0,120.8,137.0,0.439,58.9,0.0,Recovery
5,5,Lap 5,2025-06-24T15:46:29Z,0.0,53.0,53.0,0.0,0.0,0.0,103.4,115.0,0.323,50.4,0.01,Recovery
6,6,Lap 6,2025-06-24T15:47:22Z,0.0,3.0,3.0,0.0,0.0,0.0,95.5,96.0,0.27,46.6,0.0,Recovery
7,7,Lap 7,2025-06-24T15:47:25Z,0.225,277.0,277.0,2.92,0.0,0.225,131.1,161.0,0.507,64.0,0.07,Run
8,8,Lap 8,2025-06-24T15:52:03Z,0.0,2.0,2.0,0.0,0.0,0.0,138.0,139.0,0.553,67.3,0.0,Run
9,9,Lap 9,2025-06-24T15:52:05Z,0.025,23.0,23.0,3.92,0.0,0.025,135.0,148.0,0.533,65.9,0.01,Run
11,11,Lap 11,2025-06-24T15:52:30Z,0.0,117.0,117.0,0.0,0.0,0.0,110.3,148.0,0.369,53.8,0.02,Recovery
12,12,Lap 12,2025-06-24T15:54:28Z,0.8,1194.0,1194.0,2.41,0.0,0.8,135.8,147.0,0.539,66.2,0.32,Run
13,13,Lap 13,2025-06-24T16:14:22Z,0.0,4.0,4.0,0.0,0.0,0.0,137.3,138.0,0.549,67.0,0.0,Run
14,14,Lap 14,2025-06-24T16:14:26Z,0.0,5.0,5.0,0.0,0.0,0.0,133.5,136.0,0.523,65.1,0.0,Run
15,15,Lap 15,2025-06-24T16:14:31Z,0.0,106.0,106.0,0.0,0.0,0.0,120.4,157.0,0.436,58.7,0.02,Recovery
