lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-03-10T17:59:07Z,1.0,315.0,356.0,11.41,5.2,1.052,132.7,147.0,0.518,64.7,0.08,Run
2,2,Lap 2,2025-03-10T18:05:05Z,1.0,333.0,333.0,10.8,4.8,1.048,146.8,153.0,0.612,71.6,0.12,Run
3,3,Lap 3,2025-03-10T18:10:39Z,0.556,166.0,165.0,12.06,0.0,0.556,151.4,154.0,0.643,73.9,0.07,Run
4,4,Lap 4,2025-03-10T18:13:24Z,0.556,120.0,120.0,16.67,0.0,0.556,158.9,165.0,0.693,77.5,0.06,Run
5,5,Lap 5,2025-03-10T18:15:24Z,0.194,60.0,60.0,11.66,0.0,0.194,162.6,165.0,0.717,79.3,0.03,Run
6,6,Lap 6,2025-03-10T18:16:24Z,0.542,120.0,120.0,16.27,0.0,0.542,182.3,194.0,0.849,88.9,0.09,Run
7,7,Lap 7,2025-03-10T18:18:24Z,0.183,60.0,60.0,10.94,0.0,0.183,185.5,194.0,0.87,90.5,0.05,Run
8,8,Lap 8,2025-03-10T18:19:24Z,0.55,120.0,120.0,16.49,0.0,0.55,188.5,197.0,0.89,92.0,0.1,Run
9,9,Lap 9,2025-03-10T18:21:24Z,0.17,60.0,60.0,10.19,0.0,0.17,186.5,196.0,0.877,91.0,0.05,Run
10,10,Lap 10,2025-03-10T18:22:24Z,0.526,120.0,120.0,15.77,4.0,0.566,190.6,196.0,0.904,93.0,0.11,Run
11,11,Lap 11,2025-03-10T18:24:24Z,0.182,60.0,105.0,10.94,0.0,0.182,167.8,195.0,0.752,81.9,0.03,Run
12,12,Lap 12,2025-03-10T18:26:10Z,0.528,120.0,120.0,15.84,3.0,0.558,187.6,196.0,0.884,91.5,0.1,Run
13,13,Lap 13,2025-03-10T18:28:10Z,0.155,60.0,60.0,9.29,0.0,0.155,185.2,196.0,0.868,90.3,0.05,Run
14,14,Lap 14,2025-03-10T18:29:10Z,0.018,6.0,6.0,10.87,0.0,0.018,176.0,176.0,0.807,85.9,0.0,Run
15,15,Lap 15,2025-03-10T18:29:17Z,1.0,344.0,344.0,10.48,3.0,1.03,163.0,175.0,0.72,79.5,0.18,Run
16,16,Lap 16,2025-03-10T18:35:02Z,0.94,326.0,326.0,10.37,4.4,0.984,162.1,167.0,0.714,79.1,0.16,Run
