lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-05-31T11:23:39Z,0.05,60.0,60.0,2.99,0.0,0.05,111.1,127.0,0.374,54.2,0.01,Recovery
2,2,Lap 2,2024-05-31T11:24:40Z,0.0,63.0,63.0,0.0,0.0,0.0,118.7,129.0,0.425,57.9,0.01,Recovery
3,3,Lap 3,2024-05-31T11:25:43Z,0.1,65.0,65.0,5.54,0.0,0.1,118.5,128.0,0.423,57.8,0.01,Recovery
4,4,Lap 4,2024-05-31T11:26:48Z,0.0,65.0,65.0,0.0,0.0,0.0,107.1,127.0,0.347,52.2,0.01,Recovery
5,5,Lap 5,2024-05-31T11:27:54Z,0.1,142.0,142.0,2.52,0.0,0.1,130.1,151.0,0.501,63.5,0.03,Run
6,6,Lap 6,2024-05-31T11:30:16Z,0.0,81.0,81.0,0.0,0.0,0.0,126.9,148.0,0.479,61.9,0.02,Recovery
7,7,Lap 7,2024-05-31T11:31:37Z,0.2,296.0,296.0,2.45,0.0,0.2,142.7,157.0,0.585,69.6,0.09,Run
8,8,Lap 8,2024-05-31T11:36:34Z,0.0,125.0,125.0,0.0,0.0,0.0,137.6,161.0,0.551,67.1,0.04,Run
9,9,Lap 9,2024-05-31T11:38:39Z,0.05,52.0,52.0,3.46,0.0,0.05,149.5,178.0,0.63,72.9,0.02,Run
10,10,Lap 10,2024-05-31T11:39:31Z,0.0,64.0,64.0,0.0,0.0,0.0,164.3,187.0,0.729,80.1,0.03,Run
11,11,Lap 11,2024-05-31T11:40:36Z,0.05,83.0,83.0,2.16,0.0,0.05,155.4,166.0,0.669,75.8,0.04,Run
12,12,Lap 12,2024-05-31T11:41:59Z,0.0,101.0,101.0,0.0,0.0,0.0,131.2,166.0,0.508,64.0,0.02,Run
13,13,Lap 13,2024-05-31T11:43:41Z,0.4,630.0,630.0,2.27,0.0,0.4,164.8,187.0,0.732,80.4,0.33,Run
14,14,Lap 14,2024-05-31T11:54:12Z,0.0,44.0,44.0,0.0,0.0,0.0,142.2,156.0,0.581,69.4,0.01,Run
