lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-06-11T12:17:47Z,0.539,191.0,191.0,10.15,0.0,0.539,136.0,150.0,0.54,66.3,0.05,Run
2,2,Lap 2,2025-06-11T12:20:59Z,0.207,43.0,43.0,17.35,0.0,0.207,144.4,148.0,0.596,70.4,0.01,Run
3,3,Lap 3,2025-06-11T12:21:43Z,0.353,130.0,130.0,9.79,0.0,0.353,149.0,155.0,0.627,72.7,0.05,Run
4,4,Lap 4,2025-06-11T12:23:53Z,0.084,32.0,32.0,9.4,12.6,0.21,154.8,157.0,0.665,75.5,0.01,Run
5,5,Lap 5,2025-06-11T12:24:26Z,0.097,33.0,33.0,10.62,1.2,0.109,170.5,182.0,0.77,83.2,0.02,Run
6,6,Lap 6,2025-06-11T12:24:59Z,0.168,46.0,46.0,13.18,8.0,0.248,183.1,185.0,0.854,89.3,0.04,Run
7,7,Lap 7,2025-06-11T12:25:46Z,0.039,17.0,17.0,8.21,0.6,0.045,183.4,185.0,0.856,89.5,0.01,Run
8,8,Lap 8,2025-06-11T12:26:03Z,0.194,60.0,60.0,11.66,4.6,0.24,182.7,186.0,0.851,89.1,0.05,Run
9,9,Lap 9,2025-06-11T12:27:04Z,0.171,69.0,69.0,8.93,0.0,0.171,184.1,191.0,0.861,89.8,0.06,Run
10,10,Lap 10,2025-06-11T12:28:13Z,0.195,64.0,64.0,10.98,9.4,0.289,181.3,184.0,0.842,88.4,0.05,Run
11,11,Lap 11,2025-06-11T12:29:18Z,0.292,146.0,146.0,7.2,5.0,0.342,174.3,191.0,0.795,85.0,0.1,Run
12,12,Lap 12,2025-06-11T12:31:45Z,0.158,58.0,58.0,9.83,3.6,0.194,163.0,172.0,0.72,79.5,0.03,Run
13,13,Lap 13,2025-06-11T12:32:43Z,0.238,110.0,110.0,7.81,0.4,0.242,158.0,177.0,0.687,77.1,0.05,Run
14,14,Lap 14,2025-06-11T12:34:34Z,0.129,57.0,57.0,8.17,9.8,0.227,175.8,188.0,0.805,85.8,0.04,Run
15,15,Lap 15,2025-06-11T12:35:31Z,0.755,311.0,311.0,8.75,4.4,0.799,169.9,188.0,0.766,82.9,0.18,Run
16,16,Lap 16,2025-06-11T12:40:42Z,0.174,50.0,50.0,12.53,10.4,0.278,184.6,194.0,0.864,90.0,0.04,Run
17,17,Lap 17,2025-06-11T12:41:33Z,0.004,2.0,2.0,7.02,0.0,0.004,188.0,189.0,0.887,91.7,0.0,Run
18,18,Lap 18,2025-06-11T12:41:35Z,0.072,29.0,29.0,8.96,11.0,0.182,190.8,194.0,0.905,93.1,0.03,Run
19,19,Lap 19,2025-06-11T12:42:04Z,0.069,108.0,108.0,2.27,0.2,0.071,176.9,195.0,0.813,86.3,0.07,Run
20,20,Lap 20,2025-06-11T12:43:52Z,0.182,53.0,53.0,12.35,11.0,0.292,163.8,175.0,0.725,79.9,0.03,Run
21,21,Lap 21,2025-06-11T12:44:46Z,0.11,64.0,64.0,6.19,2.2,0.132,180.8,191.0,0.839,88.2,0.05,Run
22,22,Lap 22,2025-06-11T12:45:51Z,0.111,33.0,33.0,12.1,12.0,0.231,175.6,184.0,0.804,85.7,0.02,Run
23,23,Lap 23,2025-06-11T12:46:24Z,0.421,341.0,341.0,4.46,6.4,0.485,151.6,191.0,0.644,74.0,0.13,Run
24,24,Lap 24,2025-06-11T12:52:06Z,0.165,35.0,35.0,16.96,3.4,0.199,158.6,174.0,0.691,77.4,0.02,Run
