lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-07-09T15:44:37Z,1.0,358.0,358.0,10.04,20.8,1.208,141.6,156.0,0.577,69.1,0.11,Run
2,2,Lap 2,2025-07-09T15:50:37Z,1.0,435.0,435.0,8.28,41.8,1.418,151.0,161.0,0.64,73.7,0.17,Run
3,3,Lap 3,2025-07-09T15:57:53Z,1.0,765.0,765.0,4.72,150.4,2.504,146.8,162.0,0.612,71.6,0.27,Run
4,4,Lap 4,2025-07-09T16:10:38Z,1.0,481.0,481.0,7.49,46.8,1.468,141.9,152.0,0.579,69.2,0.15,Run
5,5,Lap 5,2025-07-09T16:18:39Z,1.0,631.0,631.0,5.69,106.0,2.06,151.5,164.0,0.643,73.9,0.25,Run
6,6,Lap 6,2025-07-09T16:29:11Z,1.0,494.0,494.0,7.27,22.0,1.22,135.5,157.0,0.537,66.1,0.13,Run
7,7,Lap 7,2025-07-09T16:37:25Z,1.0,448.0,448.0,8.03,30.8,1.308,138.6,156.0,0.557,67.6,0.13,Run
8,8,Lap 8,2025-07-09T16:44:54Z,0.035,11.0,11.0,11.52,0.0,0.035,152.2,153.0,0.648,74.2,0.0,Run
9,9,Lap 9,2025-07-09T16:45:05Z,1.0,444.0,444.0,8.1,39.2,1.392,146.9,157.0,0.613,71.7,0.16,Run
10,10,Lap 10,2025-07-09T16:52:30Z,1.0,424.0,424.0,8.5,4.2,1.042,148.3,159.0,0.622,72.3,0.15,Run
11,11,Lap 11,2025-07-09T16:59:35Z,1.0,372.0,372.0,9.68,2.2,1.022,136.5,146.0,0.543,66.6,0.1,Run
12,12,Lap 12,2025-07-09T17:05:48Z,0.919,1108.0,1108.0,2.99,295.2,3.871,163.9,176.0,0.726,80.0,0.58,Run
13,13,Lap 13,2025-07-09T17:24:16Z,1.0,750.0,750.0,4.79,17.0,1.17,147.4,170.0,0.616,71.9,0.27,Run
14,14,Lap 14,2025-07-09T17:36:47Z,1.0,365.0,365.0,9.86,11.6,1.116,150.7,163.0,0.638,73.5,0.14,Run
15,15,Lap 15,2025-07-09T17:42:53Z,1.0,357.0,357.0,10.08,0.0,1.0,144.1,151.0,0.594,70.3,0.12,Run
16,16,Lap 16,2025-07-09T17:48:50Z,1.0,430.0,430.0,8.39,14.6,1.146,152.2,168.0,0.648,74.2,0.17,Run
17,17,Lap 17,2025-07-09T17:56:01Z,0.657,256.0,256.0,9.25,2.0,0.677,158.1,168.0,0.687,77.1,0.12,Run
