lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-06-08T14:42:05Z,1.0,328.0,446.0,10.98,22.2,1.222,125.9,142.0,0.473,61.4,0.07,Recovery
2,2,Lap 2,2025-06-08T14:49:33Z,1.0,438.0,438.0,8.21,6.4,1.064,137.3,158.0,0.549,67.0,0.12,Run
3,3,Lap 3,2025-06-08T14:56:52Z,1.0,636.0,636.0,5.65,19.2,1.192,139.1,156.0,0.561,67.9,0.19,Run
4,4,Lap 4,2025-06-08T15:07:28Z,1.0,371.0,371.0,9.72,66.2,1.662,174.0,187.0,0.793,84.9,0.24,Run
5,5,Lap 5,2025-06-08T15:13:40Z,1.0,362.0,362.0,9.94,12.6,1.126,164.8,187.0,0.732,80.4,0.19,Run
6,6,Lap 6,2025-06-08T15:19:42Z,1.0,608.0,608.0,5.9,15.6,1.156,150.0,161.0,0.633,73.2,0.23,Run
7,7,Lap 7,2025-06-08T15:29:51Z,1.0,720.0,720.0,5.0,64.2,1.642,150.2,163.0,0.635,73.3,0.27,Run
8,8,Lap 8,2025-06-08T15:41:51Z,1.0,751.0,751.0,4.79,21.6,1.216,152.8,178.0,0.652,74.5,0.3,Run
9,9,Lap 9,2025-06-08T15:54:23Z,1.0,399.0,399.0,9.04,62.2,1.622,172.2,187.0,0.781,84.0,0.25,Run
10,10,Lap 10,2025-06-08T16:01:02Z,1.0,409.0,409.0,8.78,29.8,1.298,160.7,178.0,0.705,78.4,0.2,Run
11,11,Lap 11,2025-06-08T16:07:52Z,1.0,353.0,353.0,10.19,11.0,1.11,159.1,168.0,0.694,77.6,0.17,Run
12,12,Lap 12,2025-06-08T16:13:45Z,1.0,559.0,559.0,6.44,23.0,1.23,143.4,156.0,0.589,70.0,0.18,Run
13,13,Lap 13,2025-06-08T16:23:04Z,1.0,551.0,551.0,6.52,18.0,1.18,143.9,154.0,0.593,70.2,0.18,Run
14,14,Lap 14,2025-06-08T16:32:16Z,1.0,428.0,428.0,8.42,28.4,1.284,154.9,166.0,0.666,75.6,0.18,Run
15,15,Lap 15,2025-06-08T16:39:24Z,1.0,408.0,408.0,8.82,37.8,1.378,163.8,170.0,0.725,79.9,0.21,Run
16,16,Lap 16,2025-06-08T16:46:12Z,0.559,192.0,192.0,10.48,5.6,0.615,164.6,169.0,0.731,80.3,0.1,Run
