lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-01-12T10:12:02Z,2.617,846.0,846.0,11.12,9.4,2.711,135.1,177.0,0.534,65.9,0.22,Run
2,2,Lap 2,2025-01-12T10:36:06Z,1.405,1003.0,1003.0,5.04,0.0,1.405,147.9,173.0,0.619,72.1,0.36,Run
3,3,Lap 3,2025-01-12T10:42:32Z,0.297,109.0,109.0,9.83,10.6,0.403,152.0,178.0,0.647,74.1,0.04,Run
4,4,Lap 4,2025-01-12T10:52:42Z,5.258,1754.0,1754.0,10.8,13.6,5.394,154.0,180.0,0.66,75.1,0.73,Run
5,5,Lap 5,2025-01-12T11:25:01Z,2.765,1274.0,1274.0,7.81,4.6,2.811,149.4,178.0,0.629,72.9,0.48,Run
6,6,Lap 6,2025-01-12T11:34:44Z,0.171,4686.0,4686.0,0.14,2.0,0.191,129.1,165.0,0.494,63.0,1.06,Recovery
7,7,Lap 7,2025-01-12T12:54:44Z,0.995,439.0,439.0,8.17,10.0,1.095,123.2,148.0,0.455,60.1,0.08,Recovery
8,8,Lap 8,2025-01-12T13:05:34Z,1.765,1035.0,1035.0,6.16,10.0,1.865,164.9,184.0,0.733,80.4,0.55,Run
9,9,Lap 9,2025-01-12T13:23:36Z,1.756,992.0,992.0,6.37,13.0,1.886,166.2,190.0,0.741,81.1,0.54,Run
10,10,Lap 10,2025-01-12T13:39:12Z,1.267,566.0,566.0,8.06,9.6,1.363,155.9,172.0,0.673,76.0,0.25,Run
11,11,Lap 11,2025-01-12T13:47:12Z,2.985,1122.0,1122.0,9.58,10.0,3.085,156.1,192.0,0.674,76.1,0.49,Run
12,12,Lap 12,2025-01-12T14:14:15Z,0.338,1157.0,1157.0,1.04,0.0,0.338,154.5,162.0,0.663,75.4,0.49,Run
13,13,Lap 13,2025-01-12T14:34:01Z,6.884,3031.0,3031.0,8.17,21.2,7.096,146.3,172.0,0.609,71.4,1.06,Run
14,14,Lap 14,2025-01-12T15:17:29Z,5.674,2301.0,2301.0,8.89,5.8,5.732,139.0,172.0,0.56,67.8,0.67,Run
