lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2026-02-11T11:45:00Z,1.0,336.0,336.0,10.73,2.0,1.02,123.8,132.0,0.459,60.4,0.07,Recovery
2,2,Lap 2,2026-02-11T11:50:37Z,0.554,193.0,193.0,10.33,2.2,0.576,135.7,146.0,0.538,66.2,0.05,Run
3,3,Lap 3,2026-02-11T11:53:50Z,1.0,247.0,247.0,14.58,0.0,1.0,163.3,170.0,0.722,79.7,0.13,Run
4,4,Lap 4,2026-02-11T11:57:58Z,0.278,121.0,120.0,8.28,0.0,0.278,143.4,168.0,0.589,70.0,0.04,Run
5,5,Lap 5,2026-02-11T11:59:59Z,1.0,238.0,238.0,15.12,2.4,1.024,170.2,176.0,0.768,83.0,0.14,Run
6,6,Lap 6,2026-02-11T12:03:58Z,0.292,121.0,120.0,8.71,0.6,0.298,147.2,173.0,0.615,71.8,0.04,Run
7,7,Lap 7,2026-02-11T12:05:59Z,1.0,215.0,215.0,16.74,0.0,1.0,179.2,188.0,0.828,87.4,0.16,Run
8,8,Lap 8,2026-02-11T12:09:35Z,0.274,121.0,121.0,8.14,0.0,0.274,156.8,185.0,0.679,76.5,0.05,Run
9,9,Lap 9,2026-02-11T12:11:36Z,1.0,238.0,238.0,15.12,3.0,1.03,172.7,182.0,0.785,84.2,0.15,Run
10,10,Lap 10,2026-02-11T12:15:35Z,0.286,120.0,120.0,8.57,0.2,0.288,152.6,175.0,0.651,74.4,0.05,Run
11,11,Lap 11,2026-02-11T12:17:36Z,1.0,246.0,246.0,14.65,0.2,1.002,169.5,178.0,0.763,82.7,0.14,Run
12,12,Lap 12,2026-02-11T12:21:43Z,1.0,375.0,375.0,9.61,0.6,1.006,145.6,173.0,0.604,71.0,0.13,Run
13,13,Lap 13,2026-02-11T12:27:59Z,0.932,323.0,328.0,10.37,2.0,0.952,143.3,150.0,0.589,69.9,0.1,Run
