lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2026-02-04T10:32:56Z,1.0,342.0,342.0,10.51,2.8,1.028,141.4,154.0,0.576,69.0,0.11,Run
2,2,Lap 2,2026-02-04T10:38:40Z,0.573,192.0,192.0,10.76,4.6,0.619,147.6,163.0,0.617,72.0,0.07,Run
3,3,Lap 3,2026-02-04T10:41:52Z,1.0,237.0,237.0,15.19,2.0,1.02,172.0,178.0,0.78,83.9,0.15,Run
4,4,Lap 4,2026-02-04T10:45:50Z,1.0,238.0,238.0,15.12,0.0,1.0,177.5,182.0,0.817,86.6,0.17,Run
5,5,Lap 5,2026-02-04T10:49:48Z,0.514,239.0,239.0,7.74,0.0,0.514,141.4,179.0,0.576,69.0,0.07,Run
6,6,Lap 6,2026-02-04T10:53:47Z,1.0,253.0,255.0,14.22,0.0,1.0,168.1,177.0,0.754,82.0,0.14,Run
7,7,Lap 7,2026-02-04T10:58:03Z,1.0,252.0,252.0,14.29,2.2,1.022,175.9,179.0,0.806,85.8,0.17,Run
8,8,Lap 8,2026-02-04T11:02:16Z,0.334,160.0,160.0,7.49,0.6,0.34,150.4,176.0,0.636,73.4,0.06,Run
9,9,Lap 9,2026-02-04T11:04:56Z,0.169,30.0,30.0,20.34,0.0,0.169,164.5,183.0,0.73,80.2,0.02,Run
10,10,Lap 10,2026-02-04T11:05:27Z,0.08,30.0,30.0,9.61,0.0,0.08,176.7,184.0,0.811,86.2,0.02,Run
11,11,Lap 11,2026-02-04T11:05:57Z,0.159,30.0,30.0,19.12,2.6,0.185,178.9,188.0,0.826,87.3,0.02,Run
12,12,Lap 12,2026-02-04T11:06:28Z,0.112,37.0,37.0,10.91,0.4,0.116,179.5,189.0,0.83,87.6,0.03,Run
13,13,Lap 13,2026-02-04T11:07:05Z,0.169,31.0,31.0,19.58,2.2,0.191,183.6,190.0,0.857,89.6,0.02,Run
14,14,Lap 14,2026-02-04T11:07:37Z,1.0,373.0,373.0,9.65,2.0,1.02,151.1,190.0,0.641,73.7,0.15,Run
15,15,Lap 15,2026-02-04T11:13:51Z,0.329,122.0,122.0,9.72,0.2,0.331,146.6,149.0,0.611,71.5,0.04,Run
