lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-09-14T11:49:59Z,1.919,1818.0,1818.0,3.82,359.2,5.511,157.6,181.0,0.684,76.9,0.82,Run
2,2,Lap 2,2025-09-14T12:20:19Z,0.041,60.0,60.0,2.48,22.0,0.261,183.7,190.0,0.858,89.6,0.05,Run
3,3,Lap 3,2025-09-14T12:21:19Z,0.042,91.0,91.0,1.66,26.0,0.302,184.6,190.0,0.864,90.0,0.07,Run
4,4,Lap 4,2025-09-14T12:22:50Z,0.042,60.0,60.0,2.52,25.0,0.292,186.8,193.0,0.879,91.1,0.05,Run
5,5,Lap 5,2025-09-14T12:23:50Z,0.037,90.0,90.0,1.48,21.6,0.253,186.7,193.0,0.878,91.1,0.08,Run
6,6,Lap 6,2025-09-14T12:25:21Z,0.04,60.0,60.0,2.38,23.6,0.276,188.5,193.0,0.89,92.0,0.05,Run
7,7,Lap 7,2025-09-14T12:26:21Z,0.053,92.0,92.0,2.05,15.2,0.205,176.1,190.0,0.807,85.9,0.06,Run
8,8,Lap 8,2025-09-14T12:27:53Z,0.043,60.0,60.0,2.59,20.8,0.251,183.0,192.0,0.853,89.3,0.05,Run
9,9,Lap 9,2025-09-14T12:28:53Z,0.037,95.0,95.0,1.4,20.8,0.245,183.2,191.0,0.855,89.4,0.07,Run
10,10,Lap 10,2025-09-14T12:30:29Z,0.038,60.0,60.0,2.27,23.4,0.272,187.3,192.0,0.882,91.4,0.05,Run
11,11,Lap 11,2025-09-14T12:31:29Z,0.033,93.0,93.0,1.3,21.6,0.249,185.5,192.0,0.87,90.5,0.08,Run
12,12,Lap 12,2025-09-14T12:33:02Z,0.034,60.0,60.0,2.05,21.2,0.246,185.6,190.0,0.871,90.5,0.05,Run
13,13,Lap 13,2025-09-14T12:34:02Z,0.04,92.0,92.0,1.58,22.8,0.268,184.9,191.0,0.866,90.2,0.07,Run
14,14,Lap 14,2025-09-14T12:35:35Z,0.035,60.0,60.0,2.09,22.0,0.255,188.5,193.0,0.89,92.0,0.05,Run
15,15,Lap 15,2025-09-14T12:36:35Z,0.031,94.0,94.0,1.19,19.6,0.227,186.6,194.0,0.877,91.0,0.08,Run
16,16,Lap 16,2025-09-14T12:38:09Z,0.035,60.0,60.0,2.12,22.0,0.255,188.0,192.0,0.887,91.7,0.05,Run
17,17,Lap 17,2025-09-14T12:39:09Z,0.74,1554.0,1554.0,1.73,396.4,4.704,182.7,192.0,0.851,89.1,1.21,Run
18,18,Lap 18,2025-09-14T13:05:04Z,5.674,3698.0,3698.0,5.51,4.4,5.718,153.4,186.0,0.656,74.8,1.52,Run
