segmentIndex,startKm,endKm,distanceKm,actualTimeSec,elevGainM,elevLossM,netElevM,meanAltitudeM,avgGrade,netGrade,gapFactorIntegrated,gapFactorAvgGrade,absGradeMean,gradeStd,climbDistanceKm,descentDistanceKm,flatDistanceKm,climbShare,descentShare,flatShare,gradeSwitchCount,isMixedClimbDescent,terrainFamily,technicalityGps,meanHr,meanHrReserve,meanSpeedKmh,meanSpeedEqKmh,progress,activityId
0,0.0,1.0105444548218565,1.0105444548218565,,0.0,69.07000000000002,-69.07000000000002,212.21245781917702,-0.08022689319587421,-0.06834929395775666,0.676661728541136,0.653933808100575,0.08022689319587421,0.0387107019178155,0.0,0.9053283537198182,0.10521610110203827,0.0,0.8958817688821159,0.10411823111788412,0,False,descent,0.8572011362940697,,,,,0.01680871583116575,route
1,1.0105444548218565,1.97928677479217,0.9687423199703136,,0.0,6.775000000000006,-6.775000000000006,171.2386156250149,-0.006812115155323598,-0.006993603830797462,0.9643154417971784,0.9637016450001226,0.006812115155323598,0.006806372124865471,0.0,0.0,0.9687423199703136,0.0,0.0,1.0,0,False,flat,1.0,,,,,0.04973083893729967,route
2,1.97928677479217,2.9692943139752734,0.9900075391831034,,1.329999999999984,2.9350000000000023,-1.6050000000000182,166.56121323401425,-0.003049768054666016,-0.0016211997752303693,0.9839298158280216,0.983600385767132,0.004665795334549061,0.0050373363488843545,0.0,0.0,0.9900075391831034,0.0,0.0,1.0,0,False,flat,0.38213920307151583,,,,,0.08231136482089352,route
3,2.9692943139752734,3.997794817092815,1.0285005031175416,,63.245000000000005,0.0,63.245000000000005,185.14178719293955,0.05419101952822989,0.061492434673872096,1.3501873427094644,1.3293367211532257,0.05419101952822989,0.04409805320385151,0.6283303368894919,0.0,0.4001701662280497,0.6109188425138607,0.0,0.38908115748613925,0,False,climb,0.6884584773097207,,,,,0.11588586807412775,route
4,3.997794817092815,5.0035940893826405,1.0057992722898255,,39.05000000000007,0.0,39.05000000000007,242.78674925443838,0.013686626283518856,0.038824844157122874,1.0800646161390133,1.0765139710271743,0.013686626283518856,0.017130181711789007,0.23993413908873995,0.0,0.7658651332010855,0.23855071851712564,0.0,0.7614492814828744,0,False,flat,0.8071169959225888,,,,,0.1497230403796792,route
5,5.0035940893826405,5.990375300324882,0.9867812109422411,,0.589999999999975,5.360000000000014,-4.770000000000039,265.92081967646493,0.0006215944446494307,-0.0048338982817126615,1.003444504898093,1.0033719362901887,0.0006215944446494307,0.0023876076512082734,0.0,0.0,0.9867812109422411,0.0,0.0,1.0,0,False,flat,0.6880052035238342,,,,,0.18286628207831288,route
6,5.990375300324882,7.0112216635686755,1.0208463632437939,,20.814999999999998,35.889999999999986,-15.074999999999989,275.451838876388,-0.0009496754860976609,-0.014767158450854809,1.0004468800751536,0.9948675339694284,0.014783462136813152,0.020833116395290337,0.1784224286396956,0.18638617078650999,0.6560377638175883,0.1747789237087046,0.1825800409321712,0.6426410353591242,1,False,flat,1.0,,,,,0.21625980695323244,route
7,7.0112216635686755,7.987664836757589,0.9764431731889136,,0.0,27.610000000000014,-27.610000000000014,237.57524407991812,-0.029988600716629402,-0.028276095074565362,0.8505039977075443,0.8494444547229834,0.029988600716629402,0.008718314064899266,0.0,0.3605329765786385,0.6159101966102751,0.0,0.3692308845799936,0.6307691154200064,0,False,flat,0.14104963670920673,,,,,0.24948137587112465,route
8,7.987664836757589,9.034026678041961,1.046361841284372,,0.0,39.33000000000001,-39.33000000000001,196.61265737061302,-0.031553039923730083,-0.03758737986060714,0.8472971180574985,0.8422602703695814,0.031553039923730083,0.019038331982248944,0.0,0.56021216932914,0.48614967195523207,0.0,0.535390480831659,0.46460951916834103,0,False,flat,0.47258414902558377,,,,,0.283127352065346,route
9,9.034026678041961,9.975652442280731,0.9416257642387702,,0.0,13.10499999999999,-13.10499999999999,173.26507167807733,-0.01049046092005318,-0.01391741867916533,0.9482887123940161,0.9446058103280576,0.01049046092005318,0.016467354075158452,0.0,0.10632819890341416,0.835297565335356,0.0,0.1129198062983887,0.8870801937016113,0,False,flat,0.8603779010953104,,,,,0.31619419892960277,route
