cohort,alpha,mu,terrainProfile,terrainMultipliers,technicalityCoef,hrCoef,acuteTrimpCoef,segmentR2,segmentMaeSec,segmentMapePct,segmentBiasSec,raceR2,raceMaeSec,raceMapePct,raceBiasSec
hardTrailRun,0.55,-0.3,0,"{'flat': 1.0, 'climb': 1.0, 'steep_climb': 1.0, 'descent': 1.0, 'steep_descent': 1.0, 'mixed_climb_descent': 1.0}",0.0,0.35,0.0,0.47162893943383555,141.29935160419436,24.58560472208539,-29.656021366564826,0.9019839014127334,1957.0978087136573,18.745709689068963,-551.6019974181058
top10HardTrailByHRR,0.75,-0.15,0,"{'flat': 1.0, 'climb': 1.0, 'steep_climb': 1.0, 'descent': 1.0, 'steep_descent': 1.0, 'mixed_climb_descent': 1.0}",0.2,0.35,0.04,0.846900866952914,51.1932388104004,13.879938862964655,1.2624699183209311,0.9671530291386436,520.599001348266,8.948338660138722,19.442036742142363
selectedDateRaces,0.65,-0.3,0,"{'flat': 1.0, 'climb': 1.0, 'steep_climb': 1.0, 'descent': 1.0, 'steep_descent': 1.0, 'mixed_climb_descent': 1.0}",0.0,0.35,0.04,0.6189642115943256,92.11751286847448,19.255550183879983,-24.788279569205095,0.9121714225538248,1704.653526922243,16.108232389564435,-581.1474432335859
