linkId,activityId,raceId
0c6bae00-421d-48dc-aec2-bb7142676b14,16325125849,d8b4117c-ef61-488c-9317-812622d44863
3a77634f-ebac-4fee-82ff-a64b8ba09f77,17481444994,c67065ad-ec3c-41ce-9388-d62acd4d1531
81f83266-41ab-4aa6-828c-66c2c00158ef,17815897198,dd6443fb-705a-4a09-99ec-693a5f7bb440
