coachId,units,distanceEqFactor,stravaSyncDays,analyticsActivityTypes,bikeEqDistance,bikeEqAscent,bikeEqDescent,skiEqDistance,skiEqAscent,skiEqDescent,nCluster,hrZoneCount,hrZoneWindowDays
coach-1,metric,0.01,80,"[""RUN"", ""TRAIL_RUN"", ""BACKCOUNTRY_SKI"", ""HIKE"", ""RIDE""]",0.3,0.02,0.0,1.2,0.012,0.002,5.0,4.0,90.0
