hr_smooth,speed_smooth,hr_shifted
132.6,0.32328,124.0
135.33333333333334,0.2994,124.5
137.71428571428572,0.2694857142857143,
136.375,0.2556,
136.0,0.2712,
136.2,0.32328,
138.4,0.33371999999999996,
140.6,0.36504000000000003,
142.0,0.40176,
140.7,0.45684,
139.4,0.63792,
136.9,0.7074,
134.4,1.25208,
134.8,1.78812,
134.9,2.3004,
134.2,2.7972,
132.7,3.3156000000000008,
130.5,3.8379600000000003,
127.7,4.379040000000001,
127.4,4.87404,
127.1,5.24844,
127.0,5.758560000000001,
126.6,5.80392,
126.2,5.85036,
125.2,5.89968,
124.2,5.925960000000001,
123.6,5.93928,
123.6,5.93424,
123.6,5.93496,
123.6,5.943960000000001,
123.6,5.949,
124.2,5.9328,
124.33333333333333,5.9264,
124.0,5.919300000000001,
124.0,5.906057142857144,
124.5,5.886600000000001,
