hr_smooth,speed_smooth,hr_shifted
121.2,23.143540937984625,122.14285714285714
121.16666666666667,25.390329119163752,122.16666666666667
121.57142857142857,23.169356943287255,
121.625,22.398482023063643,
121.66666666666667,21.709020955859756,
121.8,22.40510146448462,
122.0,20.757468230724815,
122.0,22.355127439253316,
122.0,19.943716781377805,
122.1,19.935627852337767,
122.22222222222223,19.505874805466146,
122.375,17.36607540301699,
122.14285714285714,18.44072561944395,
122.16666666666667,18.680453625768212,
