cumulated_distance,cumulated_duration_seconds,elevationM_ma_5,grade_ma_10,speed_km_h,speedeq_smooth,hr,hr_smooth,speed_smooth,hr_shifted,cluster
0.0013610325148422835,0.0,277.625,0.001318061100738044,4.89971705343222,7.740284220293361,121,121.0,7.766777993798298,137.5,2
0.002702381520830213,1.0,277.64000000000004,-0.00022109320844202105,4.828856421556546,8.150247425494184,121,121.0,8.193853831194685,137.5,2
0.005282644397821213,2.0,277.64000000000004,-0.0012613494570665744,9.288946357167601,8.479879300142187,121,121.14285714285714,8.548097600661096,137.4,2
0.008047121859764072,3.0,277.64000000000004,-0.0011036807749332527,9.95211886299429,8.677258007991362,121,121.5,8.798692715779847,137.4,2
0.010787191658053192,4.0,277.64000000000004,-0.0009810495777184468,9.864251273840834,8.7437847736283,121,122.0,8.947305320356213,137.4,2
0.01365642305199114,5.0,277.62,-0.0023214840466152602,10.329233018176614,8.776607935465538,121,122.6,9.094509282939011,137.3,2
0.016621300890174353,6.0,277.6,-0.0037679673220232385,10.673560217459567,9.102700195944784,122,123.4,9.596306127378975,137.2,2
0.019552650479510773,7.0,277.6,-0.00882788077626404,10.552858521611109,9.37702240529038,124,124.3,10.086679148692747,137.1,2
0.02236826330089053,8.0,277.6,-0.016308352330923963,10.136206156967129,9.128097500718841,126,125.4,10.07306067669816,137.0,2
0.025262525785941695,9.0,277.56000000000006,-0.02544589892885753,10.419344946184195,8.787323518305858,128,126.6,10.010153168574703,137.0,2
0.028017438424228325,10.0,277.52000000000004,-0.034712414615644616,9.91768549783187,8.41140269148033,129,127.9,9.955179050339089,137.1,2
0.030720934711643395,11.0,277.4,-0.04648576312419585,9.732586634694261,7.94443833200026,130,129.3,9.81621209735344,137.2,2
0.03326336849976055,12.0,277.2,-0.056778723286765996,9.152761637221738,7.420198028664991,132,130.7,9.625061665416514,137.4,2
0.035853102883582684,13.0,276.96,-0.0677393687076642,9.323043781759704,6.929216685729758,133,131.9,9.45549213609947,137.5,2
0.03844046679788399,14.0,276.72,-0.08154269152705025,9.314510091484703,6.5092771258513356,134,133.0,9.323892919447449,137.6,2
0.04092367887797291,15.0,276.4,-0.0921271761258171,8.939563488320113,6.11070810546651,135,134.0,9.168299184749111,137.7,2
0.0433575832941091,16.0,276.12,-0.100984925938709,8.762055898090304,5.828624843677999,136,134.9,9.127748663562391,137.8,2
0.045817906413120404,17.0,275.84000000000003,-0.10671513789227541,8.857163228440696,5.660343034817953,136,135.8,9.196538719134102,137.9,2
0.04826796585491121,18.0,275.48,-0.1092402542881413,8.820213990446883,5.600639352144088,137,136.5,9.38904361622177,138.1,2
0.05073002352135588,19.0,275.15999999999997,-0.1100030483100968,8.863407599200833,5.565241494202492,138,137.2,9.581616052359598,138.2,2
0.05337229582301274,20.0,274.88,-0.11328951978183074,9.512180285964686,5.5758150824158434,138,137.8,9.782387406826553,138.3,2
0.05626687559812701,21.0,274.6,-0.1144038871302518,10.420487190411352,5.598059252429826,139,138.3,9.949566302400536,138.4,2
0.05934404521148768,22.0,274.32000000000005,-0.11945534669888806,11.077810608098423,5.612623381182113,139,138.8,10.07437049161041,138.5,2
0.06246870302902601,23.0,274.03999999999996,-0.12440052115837814,11.248768143137989,5.6292040291906265,140,139.3,10.18146787773458,138.7,2
0.06561376515017997,24.0,273.68,-0.1250316762012774,11.322223636154238,5.6699940207756425,140,139.7,10.324235846287078,138.9,2
0.06856136305130774,25.0,273.28,-0.1260589553980854,10.611352444059948,5.74397513013089,140,140.0,10.526775695373484,139.1,2
0.07134194577080469,26.0,272.8,-0.13002907972127103,10.010097790189047,5.831051852323293,141,140.3,10.736447994292073,139.3,2
0.0740997616290498,27.0,272.32,-0.13016243040385136,9.928137089682393,5.881286424382024,141,140.5,10.863947995102544,139.5,2
0.0769463987612642,28.0,271.88,-0.1302590453158444,10.24789367597187,5.942487427175257,141,140.7,10.9737256526521,139.7,2
