cumulated_distance,cumulated_duration_seconds,elevationM_ma_5,grade_ma_10,speed_km_h,speedeq_smooth,hr
0.0001842918278431013,0.0,215.0,0.18204218231070962,0.6634505802351647,2.7436865803022217,82
0.00036858365414133053,1.0,215.04000000000002,0.17229025102989123,0.6634505746736252,2.8122821129344295,82
0.0007171683149626017,2.0,215.11999999999998,0.164340525090756,1.2549047789565762,2.885078207043627,82
0.0010657529735526407,3.0,215.2,0.15760813509479077,1.2549047709241408,2.966523102842449,81
0.0014143376281002449,4.0,215.28000000000003,0.15237183188418546,1.254904756371375,3.00210898875805,81
0.0017629222778895674,5.0,215.32,0.14818278943095803,1.2549047392415609,2.9902229224648265,81
0.0021115069254756856,6.0,215.35999999999999,0.15923093027581697,1.2549047313100266,3.046672018033613,84
0.0024870260317605966,7.0,215.4,0.15666531167625206,1.3518687826256788,3.0970794692569092,86
0.0028625451339307426,8.0,215.44,0.14119210946232869,1.3518687678125265,2.9667967563663353,91
0.0032380642318716457,9.0,215.47999999999996,0.11545856297640644,1.351868752587252,2.8326056880474257,96
0.0036135833256405454,10.0,215.51999999999998,0.0903061211348453,1.3518687375680383,2.6890943575153594,100
0.003989102415237441,11.0,215.56,0.0805998612280331,1.3518687225488246,2.5324757385098153,102
0.004337687040785069,12.0,215.6,0.07303201513666821,1.2549046519714588,2.337471356587291,103
0.004686271661602442,13.0,215.6,0.06198387462436481,1.2549046349425446,2.255509022030676,104
0.005034856280216611,14.0,215.6,0.04802135921835799,1.2549046270110094,2.488043241929425,106
0.005383440894760317,15.0,215.61999999999998,0.03146808372025046,1.254904612357341,2.9343478781118835,107
0.005732025506441028,16.0,215.66,0.011536257635358413,1.2549046020505596,3.4501748062793425,108
0.00655619173238408,17.0,215.66,-0.011076990384077948,2.966998413394986,4.073970551284063,109
0.008364951695190134,18.0,215.61999999999998,-0.027315647934423613,6.511535866101791,4.243259124945618,110
0.010794359893324088,19.0,215.54000000000002,-0.03205424795967021,8.745869513282239,4.292142020380647,112
0.013378324220308197,20.0,215.4,-0.03561583106630024,9.302271577142793,4.570930302996735,113
0.016402858402118758,21.0,215.2,-0.0433763093942974,10.888323054518013,4.943662392616323,115
0.018062757745890105,22.0,215.1,-0.05542488338523932,5.975637637576847,5.453926884065289,116
0.019218159334698066,23.0,215.0,-0.06466236394944587,4.159445719708654,5.910079026764827,116
