cumulated_distance,cumulated_duration_seconds,elevationM_ma_5,grade_ma_10,speed_km_h,speedeq_smooth,hr
0.003273052854220081,0.0,211.63999999999996,0.0003713761151336703,3.4188445607700797,14.080579821621223,93
0.014595817516613686,6.0,211.95999999999998,-0.0017092677723354957,6.793658797436163,16.984364821204164,93
0.027311561503837116,8.0,212.24,-0.002305873825761296,22.88833917700217,17.374666223917874,94
0.04273330600578011,14.0,212.0,-0.0020176395975413943,9.2530467011658,20.149592340994385,96
0.07541040897949577,17.0,211.32,-0.0014581487909021999,28.71263473077215,19.264910145582217,97
0.08419436679034197,18.0,211.16,-0.0006956459909376623,31.622248119046308,18.46727520472288,98
0.09513341745231467,20.0,211.08,0.00024535207187408503,19.69029119155086,19.24720641290191,97
0.10619226375473624,21.0,211.07999999999998,-0.001105498232827128,39.81184668871766,19.571933350909752,97
0.11984533878200292,25.0,211.11999999999998,-0.0015126042067445209,12.287767524540014,19.915814539458417,98
0.13536813558182953,30.0,211.2,0.0018444154664850755,11.17641369587516,19.937063413489767,98
0.15052286209075022,35.0,211.32,0.005292523359358317,10.911403086422888,18.852506718517738,97
0.1638502880632744,40.0,211.48000000000002,0.007236273033785906,9.59574670021741,19.26528617469591,97
0.18918420382249523,43.0,211.95999999999998,0.007377073537690758,25.02545082149878,18.630429322553983,92
0.21806123674262914,50.0,212.4,0.0057972258722550326,9.075992701449662,16.07306031809731,93
0.23243829120224913,53.0,212.51999999999998,0.0041183009562122995,17.252465351543965,17.250444846505008,92
0.25196176629776107,55.0,212.64000000000001,0.0025525689124660527,35.14225517192151,18.67949894656801,91
0.28475548881378426,61.0,212.64000000000001,0.002080200758195626,13.218232127653074,20.259705649023584,91
0.3276726004210904,68.0,212.04000000000002,0.0034049306867528183,13.744840969276957,21.713897597433146,92
0.34717525805836286,71.0,211.8,0.004357720314994274,23.40318916472694,21.7498163280744,91
0.3678551334662429,74.0,211.64000000000001,0.0056039687966748745,24.815850489456057,24.006915044534054,91
0.38228906271373664,76.0,211.71999999999997,0.007328136038854488,25.981072645488805,24.407205801458396,92
0.3952935143386537,78.0,212.16,0.00859758965684384,23.40801292485064,23.04340495110765,91
0.420552452593585,81.0,213.16,0.010758178140192264,24.91352225251533,23.789599618982805,90
0.4371072349179975,83.0,213.63999999999996,0.012853810295028125,29.79860818394259,24.46412845270064,90
0.45936231927902643,87.0,214.11999999999998,0.014394878804592373,20.029575924926043,23.565605897973587,91
0.4819012218934265,91.0,214.51999999999998,0.015017338308314926,20.28501235296006,23.955282260911257,89
0.5086283714458028,96.0,214.88000000000002,0.014711664846659298,19.243547677710872,22.720468993710952,92
0.5596888430238243,103.0,215.24,0.013233456395466126,19.317971069133264,21.860116906061876,95
0.6054710125926343,111.0,215.32,0.012153855676990327,14.02632971567681,21.082938649382434,97
0.6532077620613886,116.0,215.2,0.010759433167696557,27.81387386040806,19.02203179894013,96
0.6765519175159225,122.0,215.24,0.0087251065946977,14.006493272720322,17.891639830785337,96
0.7287913898669145,129.0,215.71999999999997,0.007974391401230869,15.245772527083707,18.59302671192784,95
0.7535878560913226,134.0,216.11999999999998,0.007885909982188914,17.853455681573845,19.57506226859833,95
0.7962764844705335,142.0,216.71999999999997,0.009300080153792464,10.772277881141497,18.560482387990966,96
0.8393524445065873,148.0,216.8,0.009415968303503249,9.827709502538337,19.655654962243275,94
0.8547821608986,150.0,217.0,0.008046433637970878,27.773489505622994,19.189094324420232,93
0.8712219882928435,152.0,217.24,0.006504017023664982,29.591689309638202,20.030391424693597,92
0.8855811602805286,157.0,217.51999999999998,0.004615132502400391,10.33860383113329,21.22085494791426,90
0.8997898230175428,159.0,217.56000000000003,0.0025272358327615247,25.5755929266257,20.375404352150206,91
0.9134293728461361,161.0,217.32000000000002,0.0019391877747996704,24.55118969146793,20.107243282619983,91
0.9260735001442267,163.0,217.11999999999998,0.0027048999852875627,22.759429136563178,20.50326991671196,91
0.9413576128812842,165.0,217.0,0.0020695392763599016,27.51140292670332,19.540417314724174,91
0.9554322439710115,170.0,216.95999999999998,0.0007638626032175704,10.133734384603668,18.436504642000013,89
0.969932249167951,176.0,217.04000000000002,-0.001166092057785907,8.700003118163707,18.440162662679022,88
0.9964342934463372,180.0,217.4,-0.0027752680835802777,14.517116794985151,17.013372767083712,89
1.007337979892599,182.0,217.48000000000002,-0.0023479382697931357,19.626635603271264,15.860680275669765,88
1.0183437626397056,184.0,217.51999999999998,-0.0018658334953711476,19.810408944792037,15.82083896017493,89
1.0301730904310864,188.0,217.51999999999998,-0.00017243939787430773,10.646395012242774,15.400108023327528,89
1.0559692150304931,193.0,217.28000000000003,0.001751461492792947,11.549869603762685,15.871373324947351,89
1.0668754207361908,196.0,217.12000000000003,0.00274539305806796,13.087446846837155,16.59583860823217,88
1.0793091533611132,198.0,217.0,0.0025898790483668936,22.38071872486028,18.45820530827738,87
1.092288615062808,200.0,217.11999999999998,0.001974000379312579,23.363031063050695,17.651144547584163,88
1.1046947749714375,203.0,217.35999999999999,1.2409491949767065e-05,14.887391890355552,18.78480237564194,89
1.1225387447129316,207.0,217.6,-0.0019601437980800553,16.05957276734461,19.644946532248262,88
1.1410642615156386,209.0,217.76,-0.002349125920971382,33.34593024487276,20.44889681006149,88
1.1601461050448196,215.0,217.76,-0.0022908521532831855,11.44910611750863,22.931315898981733,88
1.1774092941846683,217.0,217.52000000000004,-0.0007504079534370069,31.07374045172773,22.56909390736032,89
1.1934638450052086,220.0,217.24,-0.00026430922665750153,19.265460984648286,21.83036237381568,91
1.2043868862538754,222.0,217.0,0.0003558286753529174,19.6614742475999,21.282421137895504,91
1.2149189269700695,223.0,216.84,0.000933676707313915,37.915346578299264,23.580972345733432,91
1.2253913203125,225.0,216.92,0.002183338904470628,18.850308016374964,21.646194883470493,91
1.2342366178951147,227.0,217.08,0.003509262694277756,15.921535648706582,23.305632534596196,90
1.2443637539670145,231.0,217.35999999999999,0.005884591322772599,9.114422464709746,24.236961877756777,89
1.2547138165242178,232.0,217.64000000000001,0.007857144612802753,37.26022520593201,23.566906013675016,89
1.2654638765425217,235.0,217.95999999999998,0.009465631196005228,12.900072021964617,22.794593935229607,88
1.2802349327515155,237.0,218.16,0.008937782648790638,26.58790117618876,20.22251720865436,87
1.3018442385053388,239.0,218.27999999999997,0.006378873598835111,38.89675035688222,19.533230963254148,86
1.3222374326921364,245.0,218.28000000000003,0.004499963993291352,12.235916512078548,19.357457676213176,88
1.3418615911115226,251.0,218.26,0.0031405073021302916,11.7744950516317,19.673369905854074,90
1.4062344414884695,258.0,217.45999999999998,0.002178453275704268,12.241562179795148,18.5762129315116,94
1.4264102286353602,264.0,217.06,0.0011567580114683893,12.105472288134433,19.58778547076634,93
1.4698450410764166,270.0,216.71999999999997,0.00030915020702414355,14.444754392360622,18.27255269524988,92
1.4873261680394183,275.0,216.92,-0.00026872272445184833,12.58641141336122,16.012617499518477,89
1.5106320939625688,278.0,217.2,-0.00041835245541912416,27.96711110778053,16.645680611609507,86
1.5370226393932371,282.0,217.51999999999998,-0.0004633490590087824,23.75149088760143,17.776240151968594,84
1.5614156152858405,288.0,217.64000000000001,0.0014340534360739283,14.635785535561979,18.385413046862794,84
1.5902958500054836,294.0,217.68,0.003523337499158984,17.328140831785895,18.406773790343312,84
1.6512563471703017,302.0,217.68,0.0022910937978853963,18.635445944618397,17.950837302495465,85
1.6772904075802328,306.0,217.64000000000001,-0.0011755389095825814,23.430654368938097,18.664074358637443,86
1.7086076918749562,312.0,217.68,-0.0030869505746042502,18.790370576833954,19.43847272805469,86
1.7546527196647559,320.0,217.76000000000005,-0.0032929553829171726,12.618446006514732,18.62225516949028,86
1.8208914866360377,329.0,217.4,-0.0020536521972001317,10.020519100618598,20.030620008141927,85
1.8373038346113544,332.0,216.95999999999998,5.3007353335151816e-05,19.69481757037995,19.58091659152978,86
1.8570645332801998,334.0,216.84,0.0004071732275661835,35.56925760392187,19.177767949569194,85
1.8885036225110003,339.0,217.0,0.0009684669423229528,15.448542131677565,20.570294646982184,87
1.904434892309582,341.0,217.32000000000002,0.0010097662738532184,28.676285637446757,20.26826406600944,88
1.9263003222493855,347.0,217.76000000000005,0.0006366342687733325,13.119257963882143,22.578420612873906,89
1.9703525077824107,354.0,217.92000000000002,0.0022104580696625203,14.66003393907257,22.90772646170691,88
1.9904950161723345,356.0,218.0,0.004786375689547406,36.25651510186275,22.4431472528615,89
2.015478066695559,362.0,218.04000000000002,0.005691717006705082,14.989830313934839,19.884245373747426,88
2.034652087617344,364.0,218.0,0.005196862118855956,34.51323765921221,22.17728852437082,89
2.052628991285777,369.0,217.95999999999998,0.0036664381063208447,12.94337064127159,20.628470491690962,90
2.1047672586277693,375.0,217.92,0.0014052338656921428,14.940579132299318,20.71914365962615,90
2.1214390105953624,381.0,217.95999999999998,0.0010257237546898708,10.003051180555884,20.70038233344075,89
2.142843106604283,383.0,218.08,-0.0003221214033591184,38.52737281605696,18.41943411779925,89
