cumulated_distance,cumulated_duration_seconds,elevationM_ma_5,grade_ma_10,speed_km_h,speedeq_smooth,hr,hr_smooth,speed_smooth,hr_shifted
0.0004904568256759308,0.0,214.51999999999998,-0.001443800882885556,0.5803672265888857,2.311472212261565,92,122.0,16.942101987105776,124.85714285714286
0.001029157408591126,4.0,214.52000000000004,-0.007272430128999784,0.4848305246236755,3.152270362719189,92,122.0,20.45059573943871,125.16666666666669
0.002359835370348012,10.0,214.56,-0.007305187523590254,0.7984067770541314,4.439041414853539,91,122.0,18.890017862154487,
0.005236857206533438,14.0,214.56,-0.007170836481436183,2.5893196525668833,4.870025731518807,93,122.0,18.22827702637505,
0.009477335828594731,16.0,214.48000000000002,-0.007566281663849673,7.632861519710327,5.668286656032764,93,122.0,18.86801442023652,
0.0159062249556415,19.0,214.32,-0.008760517329975943,7.714666952456126,7.346328183898658,96,121.9,20.388868418838747,
0.02304382362312262,21.0,214.28000000000003,-0.010132454447371994,12.847677601466021,8.925169393305618,96,122.0,20.877613311377843,
0.02998813024683698,24.0,214.23999999999995,-0.010132454447373828,8.333167948457229,9.664338348015317,96,122.1,21.662727473321844,
0.037171332429749716,26.0,214.16,-0.012898869365329158,12.929763929242931,11.326797460178234,96,122.0,20.68616021849101,
0.04393724224495845,27.0,214.0,-0.015008224510186333,24.357275334751435,12.703486877323868,96,122.0,19.60596658889244,
0.05381147733194458,29.0,213.88000000000002,-0.015217736459846498,17.773623156575027,12.984855274629012,96,121.9,17.867494317524816,
0.0769182413803076,35.0,213.84,-0.012802569104148712,8.415024557994741,13.253869813202794,98,121.8,14.594695433031289,
0.08725180737045007,37.0,213.68,-0.012506989793548005,18.60041878225644,13.36568095126454,99,121.7,13.881009088281091,
0.0969449015634859,39.0,213.44,-0.013496444693430568,17.44756954746448,14.125938352346646,100,121.6,12.654836316053345,
0.10299321674153525,41.0,213.16,-0.013088897996132687,10.88696732048883,14.938830234387032,100,121.5,10.90367476078958,
0.15095018118604084,49.0,212.32,-0.01151742643417979,10.69519636889687,14.960819445327122,101,121.5,7.650362900559871,
0.17438285022644448,55.0,212.24,-0.010531983926001999,14.059601424242187,15.030796013121527,100,121.3,6.714900047507433,
0.22092267672124577,61.0,211.92,-0.009558022591608727,16.314811519389103,18.06056971488848,100,121.1,3.2998418721201013,
0.2632330596075864,66.0,211.66,-0.00652759740959898,20.911135990559586,17.431513458504256,99,121.1,2.9370692982705475,
0.2824358652766681,69.0,211.58,-0.0030243265790578953,23.04336680289799,18.200723016450755,99,121.0,2.909384545905453,
0.3014437129701379,73.0,211.5,-0.0004868633048777395,17.107062924122847,19.687966889729815,101,121.3,5.361758276575517,
0.32250672368633554,75.0,211.7,0.0011350812228871202,37.91341928915574,21.011563111509382,101,121.6,7.367401914949802,
0.3618137285172773,82.0,212.32,0.0017913281932394637,10.980604969025931,21.65278593245221,103,122.0,10.552333154817614,
0.3813715069681878,85.0,212.6,0.0034038210117577974,23.469334141092588,23.60032668130778,105,122.4,12.617545895458898,
0.4239352957122508,90.0,212.88000000000002,0.004654416215740137,24.390142305395084,23.733329022337486,108,122.8,14.864760097307734,
0.44282637286894166,93.0,212.95999999999998,0.004935238394877739,22.669292588029034,22.53553358763465,108,123.3,16.192036596393216,
0.4641060412920004,97.0,213.0,0.005126958627459616,19.151701580752857,22.008099237020794,111,123.8,17.074117421438352,
0.48295731426061983,99.0,213.0,0.005545462483419361,33.932291343515004,19.554806702503548,111,124.3,20.302398893430684,
0.5060605050226165,103.0,213.11999999999998,0.006302904032950472,20.792871685797,20.959479688562134,109,124.8,22.713131342882107,
0.5418731799492676,110.0,213.17999999999998,0.007410355539269049,10.271157866902026,21.809469208660367,107,125.4,25.93186825741581,
0.6051546685514169,118.0,213.17999999999998,0.009042101335279667,11.226119755827828,21.556336534899266,105,125.7,26.42122362782054,
0.6268365988533989,124.0,213.45999999999998,0.008419653704246972,13.009158181189214,20.63278716860065,104,125.9,25.99833900437367,
