timestamp,hr,paceKmh,elevationM,cadence,lat,lon
2026-04-07T19:17:51+00:00,110,0.0,218.6,,45.189464,5.715754
2026-04-07T19:17:57+00:00,113,0.5004000000000001,218.6,,45.189456,5.715756
2026-04-07T19:17:59+00:00,117,0.7488,218.6,,45.189449,5.715758
2026-04-07T19:18:05+00:00,118,0.7488,218.2,,45.189441,5.71576
2026-04-07T19:18:11+00:00,118,0.5004000000000001,218.2,,45.189433,5.715762
2026-04-07T19:18:12+00:00,118,0.8568,220.4,,45.189426,5.715764
2026-04-07T19:18:13+00:00,118,1.1268,218.6,,45.189418,5.715766
2026-04-07T19:18:15+00:00,118,4.5,218.6,,45.18933,5.71578
2026-04-07T19:18:19+00:00,118,21.3012,218.6,,45.189103,5.715784
2026-04-07T19:18:20+00:00,118,21.744,218.6,,45.189064,5.715759
2026-04-07T19:18:21+00:00,118,21.3588,218.6,,45.189025,5.71572
2026-04-07T19:18:23+00:00,118,20.7468,218.2,,45.188944,5.71565
2026-04-07T19:18:24+00:00,117,18.648,218.0,,45.188895,5.715642
2026-04-07T19:18:26+00:00,118,19.008000000000003,217.6,,45.1888,5.715639
2026-04-07T19:18:29+00:00,120,16.416,218.0,,45.188694,5.715656
2026-04-07T19:18:33+00:00,121,12.6504,218.4,,45.188583,5.715714
2026-04-07T19:18:39+00:00,118,12.636,218.8,,45.188379,5.715733
2026-04-07T19:18:40+00:00,118,12.7044,218.6,,45.188371,5.71576
2026-04-07T19:18:46+00:00,118,7.0956,218.6,,45.188326,5.715892
2026-04-07T19:18:52+00:00,117,8.9712,218.6,,45.188303,5.716131
2026-04-07T19:18:53+00:00,118,10.490400000000001,218.6,,45.188292,5.716162
2026-04-07T19:18:55+00:00,117,10.1196,218.8,,45.188257,5.716197
2026-04-07T19:19:00+00:00,116,2.9844,219.0,,45.188251,5.716221
2026-04-07T19:19:03+00:00,116,2.3832,218.8,,45.188223,5.716253
2026-04-07T19:19:04+00:00,115,2.6784,219.0,,45.188209,5.716265
2026-04-07T19:19:05+00:00,115,5.256,219.0,,45.188207,5.716287
2026-04-07T19:19:07+00:00,113,7.4052,219.0,,45.188198,5.716371
2026-04-07T19:19:08+00:00,110,9.504000000000001,219.0,,45.188195,5.71641
2026-04-07T19:19:13+00:00,109,13.9788,219.0,,45.188189,5.716669
2026-04-07T19:19:18+00:00,106,16.308,218.4,,45.188178,5.716988
2026-04-07T19:19:20+00:00,105,19.2852,218.2,,45.188171,5.717148
2026-04-07T19:19:25+00:00,105,21.189600000000002,218.0,,45.188154,5.717508
2026-04-07T19:19:26+00:00,105,20.818800000000003,218.0,,45.18815,5.717583
2026-04-07T19:19:28+00:00,106,21.4632,217.6,,45.188143,5.717746
2026-04-07T19:19:34+00:00,107,22.5,218.0,,45.188117,5.718218
2026-04-07T19:19:35+00:00,107,22.215600000000002,217.8,,45.188112,5.718296
2026-04-07T19:19:41+00:00,106,18.9756,218.6,,45.18809,5.718687
2026-04-07T19:19:44+00:00,103,17.1612,218.6,,45.188058,5.718829
2026-04-07T19:19:46+00:00,103,12.312,218.8,,45.188044,5.718892
2026-04-07T19:19:51+00:00,105,11.3652,218.8,,45.188012,5.719105
2026-04-07T19:19:52+00:00,105,13.0212,218.6,,45.188012,5.719161
2026-04-07T19:19:55+00:00,105,14.961599999999999,217.6,,45.187999,5.719364
2026-04-07T19:19:56+00:00,106,19.008000000000003,217.2,,45.187994,5.719444
2026-04-07T19:20:02+00:00,106,24.7896,217.8,,45.187981,5.719972
2026-04-07T19:20:03+00:00,107,25.4052,218.6,,45.187973,5.72007
2026-04-07T19:20:04+00:00,108,25.56,219.0,,45.187966,5.720166
2026-04-07T19:20:06+00:00,107,25.776,219.6,,45.18796,5.720351
2026-04-07T19:20:12+00:00,108,25.7832,218.0,,45.187937,5.720893
2026-04-07T19:20:13+00:00,108,25.6644,218.2,,45.187929,5.720987
2026-04-07T19:20:19+00:00,108,24.7356,217.8,,45.187881,5.721494
2026-04-07T19:20:25+00:00,107,23.731199999999998,217.6,,45.187858,5.72198
2026-04-07T19:20:26+00:00,107,23.1444,217.6,,45.187852,5.722063
2026-04-07T19:20:29+00:00,104,23.291999999999998,217.2,,45.187833,5.722309
2026-04-07T19:20:34+00:00,102,23.400000000000002,217.8,,45.187811,5.722723
2026-04-07T19:20:40+00:00,104,22.7772,219.0,,45.187776,5.723196
2026-04-07T19:20:42+00:00,105,22.0032,219.4,,45.18776,5.72334
2026-04-07T19:20:46+00:00,108,14.518800000000002,219.8,,45.187728,5.723487
2026-04-07T19:20:51+00:00,109,6.3216,219.8,,45.187721,5.723525
2026-04-07T19:20:57+00:00,108,2.7828,219.6,,45.187729,5.723588
2026-04-07T19:21:01+00:00,108,6.588,219.0,,45.187754,5.723751
2026-04-07T19:21:07+00:00,106,14.868,218.4,,45.18778,5.724111
