timestamp,hr,paceKmh,elevationM,cadence,lat,lon
2025-06-23T17:43:39+00:00,89,0.0,232.6,0,45.178272,5.774055
2025-06-23T17:43:40+00:00,89,7.2,232.6,0,45.178263,5.77408
2025-06-23T17:43:41+00:00,89,6.66,232.4,0,45.178278,5.77409
2025-06-23T17:43:42+00:00,89,6.2388,232.4,0,45.178296,5.774104
2025-06-23T17:43:43+00:00,89,6.75,232.4,83,45.178314,5.774126
2025-06-23T17:43:44+00:00,89,7.272,232.4,83,45.17833,5.774144
2025-06-23T17:43:45+00:00,89,8.064000000000002,232.4,83,45.178354,5.774175
2025-06-23T17:43:46+00:00,90,8.784,232.4,83,45.178373,5.774189
2025-06-23T17:43:47+00:00,90,9.504000000000001,232.6,83,45.178387,5.774217
2025-06-23T17:43:48+00:00,90,10.008,232.6,83,45.178404,5.774253
2025-06-23T17:43:49+00:00,90,10.152,232.4,83,45.178411,5.774286
2025-06-23T17:43:50+00:00,90,10.152,232.4,84,45.178416,5.774325
2025-06-23T17:43:51+00:00,90,9.792000000000002,232.4,84,45.178409,5.774353
2025-06-23T17:43:52+00:00,90,10.44,232.6,84,45.178395,5.774403
2025-06-23T17:43:53+00:00,90,10.728,232.6,83,45.17838,5.774449
2025-06-23T17:43:54+00:00,91,10.728,232.6,83,45.17837,5.774476
2025-06-23T17:43:55+00:00,93,11.016,232.6,83,45.178359,5.774518
2025-06-23T17:43:56+00:00,94,12.024,232.4,82,45.178345,5.774557
2025-06-23T17:43:57+00:00,96,12.528,232.4,82,45.178333,5.774596
2025-06-23T17:43:58+00:00,97,12.672,232.4,82,45.178319,5.774635
2025-06-23T17:43:59+00:00,100,12.96,232.4,81,45.178309,5.774666
2025-06-23T17:44:00+00:00,102,12.744,232.4,81,45.178295,5.774697
2025-06-23T17:44:01+00:00,103,12.168,232.4,81,45.178286,5.774733
2025-06-23T17:44:02+00:00,105,11.088000000000001,232.4,83,45.178278,5.774761
2025-06-23T17:44:03+00:00,107,10.296,232.4,84,45.178269,5.774799
2025-06-23T17:44:04+00:00,108,10.152,232.4,84,45.178261,5.774833
2025-06-23T17:44:05+00:00,109,9.864,232.4,83,45.178249,5.774864
2025-06-23T17:44:06+00:00,110,10.008,232.2,82,45.178231,5.774901
2025-06-23T17:44:07+00:00,111,9.72,232.2,81,45.178209,5.774907
2025-06-23T17:44:08+00:00,112,9.864,232.0,80,45.178186,5.774905
2025-06-23T17:44:09+00:00,113,9.288,231.8,80,45.178162,5.77489
2025-06-23T17:44:10+00:00,114,9.576,231.8,80,45.178138,5.774877
2025-06-23T17:44:11+00:00,115,9.792000000000002,231.8,80,45.178114,5.774867
2025-06-23T17:44:12+00:00,117,10.296,231.8,80,45.178091,5.774844
2025-06-23T17:44:13+00:00,118,9.936,231.8,81,45.178078,5.77483
2025-06-23T17:44:14+00:00,119,10.008,231.8,81,45.178061,5.774807
2025-06-23T17:44:15+00:00,122,9.648000000000001,231.8,82,45.178041,5.774781
2025-06-23T17:44:16+00:00,124,9.432,231.8,82,45.178023,5.774765
2025-06-23T17:44:17+00:00,125,9.144,231.8,82,45.178004,5.774739
2025-06-23T17:44:18+00:00,125,9.576,231.8,81,45.177989,5.774717
2025-06-23T17:44:19+00:00,125,9.432,231.6,81,45.177973,5.7747
2025-06-23T17:44:20+00:00,125,9.504000000000001,231.6,81,45.177951,5.774674
2025-06-23T17:44:21+00:00,125,9.216000000000001,231.6,81,45.177937,5.774656
2025-06-23T17:44:22+00:00,125,9.144,231.6,81,45.177919,5.774634
2025-06-23T17:44:23+00:00,125,9.0,231.8,82,45.177902,5.774611
2025-06-23T17:44:24+00:00,125,9.288,231.8,82,45.177884,5.774598
2025-06-23T17:44:25+00:00,125,9.288,231.6,82,45.177861,5.774572
2025-06-23T17:44:26+00:00,124,9.360000000000001,231.6,82,45.177846,5.774552
2025-06-23T17:44:27+00:00,125,9.288,231.4,83,45.177829,5.774531
2025-06-23T17:44:28+00:00,125,9.576,231.4,83,45.177808,5.774503
2025-06-23T17:44:29+00:00,125,9.792000000000002,231.4,84,45.177791,5.774483
2025-06-23T17:44:30+00:00,126,9.648000000000001,231.6,84,45.177774,5.774459
2025-06-23T17:44:31+00:00,126,9.864,231.4,83,45.177755,5.774431
2025-06-23T17:44:32+00:00,126,10.152,231.4,82,45.177737,5.774412
2025-06-23T17:44:33+00:00,126,9.936,231.4,81,45.177718,5.774384
2025-06-23T17:44:34+00:00,126,9.864,231.4,81,45.177702,5.774361
2025-06-23T17:44:35+00:00,127,9.864,231.2,81,45.177685,5.774344
2025-06-23T17:44:36+00:00,127,9.576,231.2,81,45.177663,5.774318
2025-06-23T17:44:37+00:00,127,9.432,231.0,81,45.177645,5.774299
2025-06-23T17:44:38+00:00,127,9.360000000000001,231.0,81,45.177625,5.774283
2025-06-23T17:44:39+00:00,127,9.504000000000001,230.8,81,45.177601,5.774259
2025-06-23T17:44:40+00:00,127,9.864,230.8,80,45.177582,5.774245
2025-06-23T17:44:41+00:00,128,9.576,230.8,80,45.177561,5.774233
2025-06-23T17:44:42+00:00,127,9.864,230.6,80,45.177535,5.774215
2025-06-23T17:44:43+00:00,127,9.864,230.6,82,45.177516,5.774203
2025-06-23T17:44:44+00:00,128,9.864,230.6,82,45.177492,5.774186
2025-06-23T17:44:45+00:00,128,9.72,230.6,82,45.177469,5.774167
2025-06-23T17:44:46+00:00,128,10.152,230.4,81,45.17745,5.77415
2025-06-23T17:44:47+00:00,129,10.224,230.4,81,45.177427,5.774126
2025-06-23T17:44:48+00:00,129,10.44,230.4,81,45.177405,5.774106
2025-06-23T17:44:49+00:00,129,9.936,230.4,81,45.17739,5.774091
2025-06-23T17:44:50+00:00,129,10.08,230.4,81,45.177364,5.774067
2025-06-23T17:44:51+00:00,130,10.296,230.4,81,45.17734,5.774053
2025-06-23T17:44:52+00:00,130,10.008,230.4,81,45.177318,5.774043
2025-06-23T17:44:53+00:00,130,10.008,230.4,81,45.177293,5.774023
2025-06-23T17:44:54+00:00,131,10.296,230.4,81,45.177276,5.774008
2025-06-23T17:44:55+00:00,131,9.792000000000002,230.2,81,45.177255,5.773996
2025-06-23T17:44:56+00:00,131,9.432,230.2,81,45.177231,5.773982
2025-06-23T17:44:57+00:00,131,9.432,230.2,80,45.177211,5.773972
2025-06-23T17:44:58+00:00,131,9.288,230.2,81,45.177189,5.773951
2025-06-23T17:44:59+00:00,131,9.504000000000001,230.2,81,45.177166,5.773933
2025-06-23T17:45:00+00:00,131,9.648000000000001,230.0,82,45.177148,5.773918
2025-06-23T17:45:01+00:00,131,9.72,230.0,82,45.177129,5.773895
2025-06-23T17:45:02+00:00,130,9.792000000000002,230.0,81,45.177109,5.773875
2025-06-23T17:45:03+00:00,130,9.504000000000001,230.0,81,45.177099,5.773864
2025-06-23T17:45:04+00:00,131,8.64,229.8,80,45.177083,5.773857
2025-06-23T17:45:05+00:00,131,8.352,229.8,79,45.177066,5.77387
2025-06-23T17:45:06+00:00,131,7.920000000000001,229.6,79,45.177055,5.773898
2025-06-23T17:45:07+00:00,131,8.28,229.6,79,45.177035,5.77393
2025-06-23T17:45:08+00:00,131,8.712,229.6,79,45.177028,5.773961
2025-06-23T17:45:09+00:00,132,9.504000000000001,229.6,79,45.177018,5.773989
2025-06-23T17:45:10+00:00,132,10.008,229.6,80,45.177003,5.774022
2025-06-23T17:45:11+00:00,133,10.296,229.4,80,45.176991,5.774046
2025-06-23T17:45:12+00:00,133,9.576,229.4,81,45.176976,5.774066
2025-06-23T17:45:13+00:00,133,9.504000000000001,229.4,81,45.176957,5.774099
2025-06-23T17:45:14+00:00,133,10.08,229.4,81,45.176944,5.774132
2025-06-23T17:45:15+00:00,134,9.792000000000002,229.4,81,45.176931,5.77416
2025-06-23T17:45:16+00:00,134,10.008,229.4,81,45.176912,5.774188
2025-06-23T17:45:17+00:00,134,10.008,229.4,80,45.176899,5.774207
2025-06-23T17:45:18+00:00,133,9.864,229.4,80,45.176888,5.774235
2025-06-23T17:45:19+00:00,133,9.144,229.4,80,45.176876,5.774266
2025-06-23T17:45:20+00:00,133,9.144,229.2,81,45.176865,5.774292
2025-06-23T17:45:21+00:00,134,9.0,229.2,81,45.176853,5.774321
2025-06-23T17:45:22+00:00,134,9.576,229.2,81,45.176834,5.774355
2025-06-23T17:45:23+00:00,134,9.576,229.2,81,45.176823,5.774378
2025-06-23T17:45:24+00:00,134,9.72,229.2,81,45.17681,5.774409
2025-06-23T17:45:25+00:00,134,9.864,229.4,80,45.176794,5.774435
2025-06-23T17:45:26+00:00,134,9.72,229.4,81,45.176785,5.774461
2025-06-23T17:45:27+00:00,134,9.576,229.4,80,45.176768,5.774491
2025-06-23T17:45:28+00:00,134,9.432,229.4,80,45.176754,5.77451
2025-06-23T17:45:29+00:00,134,9.0,229.4,80,45.176741,5.774532
2025-06-23T17:45:30+00:00,135,9.144,229.2,81,45.176722,5.774558
2025-06-23T17:45:31+00:00,135,9.0,229.4,81,45.176706,5.774575
2025-06-23T17:45:32+00:00,135,8.712,229.4,82,45.17669,5.774596
2025-06-23T17:45:33+00:00,135,8.64,229.4,81,45.17667,5.774618
2025-06-23T17:45:34+00:00,135,8.856,229.4,81,45.176652,5.774636
2025-06-23T17:45:35+00:00,135,8.352,229.4,81,45.176635,5.774655
2025-06-23T17:45:36+00:00,136,8.568,229.4,81,45.176612,5.774674
2025-06-23T17:45:37+00:00,135,8.64,229.4,81,45.176595,5.774687
2025-06-23T17:45:38+00:00,135,9.0,229.6,80,45.176574,5.774708
2025-06-23T17:45:39+00:00,135,9.432,229.6,80,45.176549,5.774728
2025-06-23T17:45:40+00:00,135,9.72,229.8,80,45.176533,5.774747
2025-06-23T17:45:41+00:00,136,10.08,229.8,80,45.176528,5.774778
2025-06-23T17:45:42+00:00,135,10.44,229.8,80,45.176525,5.774819
2025-06-23T17:45:43+00:00,136,10.368,230.0,80,45.176532,5.77485
2025-06-23T17:45:44+00:00,135,9.936,230.0,80,45.176535,5.77488
2025-06-23T17:45:45+00:00,135,9.936,230.0,80,45.176537,5.774918
2025-06-23T17:45:46+00:00,135,9.792000000000002,230.0,80,45.176542,5.774948
2025-06-23T17:45:47+00:00,134,9.648000000000001,230.0,80,45.176548,5.774983
2025-06-23T17:45:48+00:00,134,9.648000000000001,230.0,80,45.176543,5.775021
2025-06-23T17:45:49+00:00,134,9.432,230.0,80,45.176534,5.775047
2025-06-23T17:45:50+00:00,134,8.928,230.0,80,45.176516,5.77506
2025-06-23T17:45:51+00:00,134,8.28,230.2,80,45.176494,5.77507
2025-06-23T17:45:52+00:00,134,7.992000000000001,230.2,80,45.176476,5.775082
2025-06-23T17:45:53+00:00,134,7.5600000000000005,230.4,80,45.176459,5.775094
2025-06-23T17:45:54+00:00,134,7.416,230.6,80,45.176442,5.775104
2025-06-23T17:45:55+00:00,135,7.5600000000000005,230.8,80,45.176423,5.775113
2025-06-23T17:45:56+00:00,136,7.704000000000001,231.0,80,45.176404,5.775117
2025-06-23T17:45:57+00:00,136,7.632000000000001,231.2,80,45.176383,5.775118
2025-06-23T17:45:58+00:00,137,7.704000000000001,231.4,80,45.176367,5.775125
2025-06-23T17:45:59+00:00,137,8.28,231.8,80,45.176339,5.775121
2025-06-23T17:46:00+00:00,137,8.424,232.0,81,45.176323,5.775128
2025-06-23T17:46:01+00:00,138,8.64,232.4,81,45.176303,5.775138
2025-06-23T17:46:02+00:00,139,8.28,232.6,81,45.176287,5.775155
2025-06-23T17:46:03+00:00,140,7.992000000000001,233.0,80,45.176273,5.775159
2025-06-23T17:46:04+00:00,140,7.5600000000000005,233.2,80,45.176255,5.775173
2025-06-23T17:46:05+00:00,141,7.416,233.4,80,45.176236,5.775174
2025-06-23T17:46:06+00:00,141,7.056,233.8,80,45.176218,5.775179
2025-06-23T17:46:07+00:00,142,6.984,234.2,80,45.176203,5.775187
2025-06-23T17:46:08+00:00,142,6.984,234.4,80,45.176184,5.775189
2025-06-23T17:46:09+00:00,143,7.056,234.6,78,45.176166,5.77519
2025-06-23T17:46:10+00:00,143,7.128,235.0,78,45.17615,5.775192
2025-06-23T17:46:11+00:00,144,7.2,235.2,78,45.176136,5.77519
2025-06-23T17:46:12+00:00,145,7.272,235.6,79,45.176117,5.775183
2025-06-23T17:46:13+00:00,146,7.488,236.0,80,45.176099,5.775179
2025-06-23T17:46:14+00:00,146,7.2,236.4,80,45.176083,5.775179
2025-06-23T17:46:15+00:00,146,7.128,236.8,77,45.176063,5.775176
2025-06-23T17:46:16+00:00,147,6.912,237.0,77,45.176049,5.775174
2025-06-23T17:46:17+00:00,147,6.912,237.4,77,45.176037,5.775171
2025-06-23T17:46:18+00:00,147,6.696000000000001,237.8,78,45.176019,5.775168
2025-06-23T17:46:19+00:00,148,6.48,238.2,79,45.176003,5.775167
2025-06-23T17:46:20+00:00,148,5.760000000000001,238.6,79,45.175992,5.775167
2025-06-23T17:46:21+00:00,149,5.760000000000001,239.2,79,45.175979,5.775163
2025-06-23T17:46:22+00:00,149,5.688000000000001,239.6,77,45.175964,5.775168
2025-06-23T17:46:23+00:00,150,4.752000000000001,240.0,77,45.175958,5.775166
2025-06-23T17:46:24+00:00,150,4.824000000000001,240.2,77,45.175943,5.775167
2025-06-23T17:46:25+00:00,151,4.896000000000001,240.6,78,45.175926,5.775164
2025-06-23T17:46:26+00:00,151,4.824000000000001,241.0,78,45.175912,5.775163
2025-06-23T17:46:27+00:00,151,5.04,241.4,77,45.175895,5.775164
2025-06-23T17:46:28+00:00,151,6.5520000000000005,242.0,77,45.175874,5.775158
2025-06-23T17:46:29+00:00,152,6.6240000000000006,242.4,77,45.175857,5.775153
2025-06-23T17:46:30+00:00,152,6.984,242.8,77,45.175842,5.77515
2025-06-23T17:46:31+00:00,152,7.272,243.2,77,45.175823,5.775153
2025-06-23T17:46:32+00:00,152,7.416,243.6,77,45.175808,5.775157
2025-06-23T17:46:33+00:00,152,6.84,243.8,77,45.175794,5.77516
2025-06-23T17:46:34+00:00,153,6.696000000000001,244.2,78,45.175783,5.775169
2025-06-23T17:46:35+00:00,153,6.6240000000000006,244.4,78,45.17577,5.775183
2025-06-23T17:46:36+00:00,153,6.48,244.6,78,45.175759,5.775198
2025-06-23T17:46:37+00:00,153,6.264,245.0,78,45.175748,5.775215
2025-06-23T17:46:38+00:00,153,6.192,245.2,78,45.175734,5.775223
2025-06-23T17:46:39+00:00,154,6.192,245.6,78,45.175724,5.77524
