timestamp,hr,paceKmh,elevationM,cadence,lat,lon
2025-04-17T16:17:03+00:00,109,,0.0,,,
2025-04-17T16:17:04+00:00,109,,0.0,,,
2025-04-17T16:17:05+00:00,111,,0.0,,,
2025-04-17T16:17:06+00:00,114,,0.0,,,
2025-04-17T16:17:07+00:00,115,,0.0,,,
2025-04-17T16:17:08+00:00,115,,0.0,,,
2025-04-17T16:17:09+00:00,116,,0.0,,,
2025-04-17T16:17:10+00:00,115,,0.0,,,
2025-04-17T16:17:11+00:00,116,,0.0,,,
2025-04-17T16:17:12+00:00,116,,0.0,,,
2025-04-17T16:17:13+00:00,116,,0.0,,,
2025-04-17T16:17:14+00:00,116,,0.0,,,
2025-04-17T16:17:15+00:00,115,,0.0,,,
2025-04-17T16:17:16+00:00,115,,0.0,,,
2025-04-17T16:17:17+00:00,114,,0.0,,,
2025-04-17T16:17:18+00:00,112,,0.0,,,
2025-04-17T16:17:19+00:00,113,,0.0,,,
2025-04-17T16:17:20+00:00,113,,0.0,,,
2025-04-17T16:17:21+00:00,113,,0.0,,,
2025-04-17T16:17:22+00:00,113,,0.0,,,
2025-04-17T16:17:23+00:00,114,,0.0,,,
2025-04-17T16:17:24+00:00,117,,0.0,,,
2025-04-17T16:17:25+00:00,119,,0.0,,,
2025-04-17T16:17:26+00:00,120,,0.0,,,
2025-04-17T16:17:27+00:00,122,,0.0,,,
2025-04-17T16:17:28+00:00,122,,0.0,,,
2025-04-17T16:17:29+00:00,123,,0.0,,,
2025-04-17T16:17:30+00:00,122,,0.0,,,
2025-04-17T16:17:31+00:00,121,,0.0,,,
2025-04-17T16:17:32+00:00,120,,0.0,,,
2025-04-17T16:17:33+00:00,120,,0.0,,,
2025-04-17T16:17:34+00:00,120,,0.0,,,
2025-04-17T16:17:35+00:00,120,,0.0,,,
2025-04-17T16:17:36+00:00,119,,0.0,,,
2025-04-17T16:17:37+00:00,118,,0.0,,,
2025-04-17T16:17:38+00:00,117,,0.0,,,
2025-04-17T16:17:39+00:00,117,,0.0,,,
2025-04-17T16:17:40+00:00,116,,0.0,,,
2025-04-17T16:17:41+00:00,116,,0.0,,,
2025-04-17T16:17:42+00:00,115,,0.0,,,
2025-04-17T16:17:43+00:00,116,,0.0,,,
2025-04-17T16:17:44+00:00,115,,0.0,,,
2025-04-17T16:17:45+00:00,113,,0.0,,,
2025-04-17T16:17:46+00:00,110,,0.0,,,
2025-04-17T16:17:47+00:00,106,,0.0,,,
2025-04-17T16:17:48+00:00,103,,0.0,,,
2025-04-17T16:17:49+00:00,102,,0.0,,,
2025-04-17T16:17:50+00:00,102,,0.0,,,
2025-04-17T16:17:51+00:00,101,,0.0,,,
2025-04-17T16:17:52+00:00,101,,0.0,,,
2025-04-17T16:17:53+00:00,103,,0.0,,,
2025-04-17T16:17:54+00:00,106,,0.0,,,
2025-04-17T16:17:55+00:00,107,,0.0,,,
2025-04-17T16:17:56+00:00,107,,0.0,,,
